"Date","Price","Open","High","Low","Vol.","Change %"
"01/11/2022","440,256","440,256","440,256","440,256","5.00M","-0.38%"
"01/10/2022","441,937","441,937","441,937","441,937","11.15M","0.13%"
"01/07/2022","441,369","441,369","441,369","441,369","7.83M","-0.43%"
"01/06/2022","443,271","443,271","443,271","443,271","6.39M","0.48%"
"01/05/2022","441,162","441,162","441,162","441,162","5.45M","0.64%"
"01/04/2022","438,377","438,377","438,377","438,377","8.44M","0.01%"
"12/31/2021","438,328","438,328","438,328","438,328","48.97M","-0.93%"
"12/30/2021","442,460","442,460","442,460","442,460","85.86M","0.57%"
"12/29/2021","439,965","439,965","439,965","439,965","6.59M","1.87%"
"12/28/2021","431,871","431,871","431,871","431,871","4.03M","0.89%"
"12/24/2021","428,068","428,068","428,068","428,068","13.88M","0.15%"
"12/23/2021","427,418","427,418","427,418","427,418","13.40M","0.18%"
"12/22/2021","426,641","426,641","426,641","426,641","3.48M","-0.09%"
"12/21/2021","427,024","427,024","427,024","427,024","7.94M","-0.34%"
"12/20/2021","428,492","428,492","428,492","428,492","12.29M","0.04%"
"12/17/2021","428,335","428,335","428,335","428,335","9.88M","0.36%"
"12/16/2021","426,778","426,778","426,778","426,778","20.03M","-0.06%"
"12/15/2021","427,054","427,054","427,054","427,054","72.28M","-0.79%"
"12/14/2021","430,439","430,439","430,439","430,439","12.85M","-0.36%"
"12/13/2021","432,000","432,000","432,000","432,000","46.38M","-0.39%"
"12/10/2021","433,704","433,704","433,704","433,704","40.22M","0.39%"
"12/09/2021","432,035","432,035","432,035","432,035","7.64M","0.77%"
"12/08/2021","428,730","428,730","428,730","428,730","6.97M","-0.26%"
"12/07/2021","429,828","429,828","429,828","429,828","7.59M","0.14%"
"12/06/2021","429,231","429,231","429,231","429,231","9.01M","-0.44%"
"12/03/2021","431,146","431,146","431,146","431,146","7.48M","0.72%"
"12/02/2021","428,045","428,045","428,045","428,045","82.43M","-1.82%"
"12/01/2021","435,964","435,964","435,964","435,964","5.59M","-0.39%"
"11/30/2021","437,668","437,668","437,668","437,668","7.61M","1.05%"
"11/29/2021","433,109","433,109","433,109","433,109","10.41M","0.15%"
"11/26/2021","432,466","432,466","432,466","432,466","7.65M","0.12%"
"11/25/2021","431,951","431,951","431,951","431,951","9.48M","-0.52%"
"11/24/2021","434,213","434,213","434,213","434,213","12.59M","0.64%"
"11/23/2021","431,446","431,446","431,446","431,446","8.99M","0.29%"
"11/22/2021","430,208","430,208","430,208","430,208","8.60M","0.70%"
"11/19/2021","427,238","427,238","427,238","427,238","8.89M","-1.69%"
"11/18/2021","434,585","434,585","434,585","434,585","8.68M","-1.12%"
"11/17/2021","439,510","439,510","439,510","439,510","21.57M","0.05%"
"11/16/2021","439,283","439,283","439,283","439,283","10.04M","0.40%"
"11/15/2021","437,552","437,552","437,552","437,552","16.49M","-0.02%"
"11/12/2021","437,645","437,645","437,645","437,645","11.62M","-0.65%"
"11/11/2021","440,500","440,500","440,500","440,500","28.19M","0.37%"
"11/10/2021","438,891","438,891","438,891","438,891","9.44M","-0.65%"
"11/09/2021","441,749","441,749","441,749","441,749","12.27M","0.20%"
"11/08/2021","440,861","440,861","440,861","440,861","10.00M","-0.43%"
"11/05/2021","442,783","442,783","442,783","442,783","9.05M","-0.11%"
"11/04/2021","443,279","443,279","443,279","443,279","11.64M","-0.40%"
"11/03/2021","445,055","445,055","445,055","445,055","8.13M","0.23%"
"11/02/2021","444,029","444,029","444,029","444,029","7.55M","-0.48%"
"11/01/2021","446,186","446,186","446,186","446,186","26.09M","-0.34%"
"10/29/2021","447,699","447,699","447,699","447,699","31.41M","0.41%"
"10/28/2021","445,860","445,860","445,860","445,860","14.73M","-0.87%"
"10/27/2021","449,775","449,775","449,775","449,775","8.89M","0.88%"
"10/26/2021","445,867","445,867","445,867","445,867","13.99M","-0.20%"
"10/25/2021","446,739","446,739","446,739","446,739","7.10M","0.70%"
"10/22/2021","443,617","443,617","443,617","443,617","9.83M","-0.02%"
"10/21/2021","443,700","443,700","443,700","443,700","10.65M","-0.01%"
"10/20/2021","443,763","443,763","443,763","443,763","10.82M","-0.03%"
"10/19/2021","443,891","443,891","443,891","443,891","4.88M","-0.44%"
"10/15/2021","445,851","445,851","445,851","445,851","20.48M","0.11%"
"10/14/2021","445,343","445,343","445,343","445,343","6.48M","0.07%"
"10/13/2021","445,039","445,039","445,039","445,039","17.33M","-0.52%"
"10/12/2021","447,353","447,353","447,353","447,353","9.96M","-0.34%"
"10/11/2021","448,868","448,868","448,868","448,868","8.03M","-0.52%"
"10/08/2021","451,217","451,217","451,217","451,217","15.90M","0.32%"
"10/07/2021","449,787","449,787","449,787","449,787","12.79M","-0.13%"
"10/06/2021","450,385","450,385","450,385","450,385","13.69M","-0.33%"
"10/05/2021","451,894","451,894","451,894","451,894","11.67M","-0.12%"
"10/04/2021","452,440","452,440","452,440","452,440","11.14M","-0.89%"
"10/01/2021","456,490","456,490","456,490","456,490","15.89M","-0.04%"
"09/30/2021","456,692","456,692","456,692","456,692","18.51M","1.02%"
"09/29/2021","452,100","452,100","452,100","452,100","18.93M","0.78%"
"09/28/2021","448,612","448,612","448,612","448,612","50.86M","0.60%"
"09/27/2021","445,942","445,942","445,942","445,942","12.61M","0.54%"
"09/24/2021","443,544","443,544","443,544","443,544","11.34M","0.21%"
"09/23/2021","442,621","442,621","442,621","442,621","10.67M","-0.07%"
"09/22/2021","442,916","442,916","442,916","442,916","11.22M","-0.35%"
"09/21/2021","444,491","444,491","444,491","444,491","14.66M","-0.40%"
"09/20/2021","446,260","446,260","446,260","446,260","6.59M","-0.12%"
"09/17/2021","446,794","446,794","446,794","446,794","3.97M","0.02%"
"09/16/2021","446,702","446,702","446,702","446,702","10.97M","-0.02%"
"09/15/2021","446,780","446,780","446,780","446,780","5.20M","0.02%"
"09/14/2021","446,677","446,677","446,677","446,677","12.25M","-0.53%"
"09/13/2021","449,051","449,051","449,051","449,051","17.90M","0.01%"
"09/10/2021","449,008","449,008","449,008","449,008","13.47M","0.11%"
"09/09/2021","448,496","448,496","448,496","448,496","12.50M","-0.61%"
"09/08/2021","451,239","451,239","451,239","451,239","11.28M","-0.42%"
"09/07/2021","453,153","453,153","453,153","453,153","71.74M","-0.04%"
"09/06/2021","453,350","453,350","453,350","453,350","24.03M","0.09%"
"09/03/2021","452,937","452,937","452,937","452,937","15.88M","-0.41%"
"09/02/2021","454,819","454,819","454,819","454,819","12.88M","-0.87%"
"09/01/2021","458,791","458,791","458,791","458,791","6.58M","-0.23%"
"08/31/2021","459,843","459,843","459,843","459,843","17.24M","0.61%"
"08/30/2021","457,069","457,069","457,069","457,069","15.59M","-0.14%"
"08/27/2021","457,711","457,711","457,711","457,711","15.66M","1.01%"
"08/26/2021","453,150","453,150","453,150","453,150","15.12M","-0.04%"
"08/25/2021","453,321","453,321","453,321","453,321","10.74M","0.93%"
"08/24/2021","449,128","449,128","449,128","449,128","18.29M","-0.66%"
"08/23/2021","452,118","452,118","452,118","452,118","11.07M","-0.50%"
"08/20/2021","454,373","454,373","454,373","454,373","148.84M","-0.03%"
"08/19/2021","454,532","454,532","454,532","454,532","22.30M","-0.20%"
"08/18/2021","455,449","455,449","455,449","455,449","","-0.01%"
"08/17/2021","455,490","455,490","455,490","455,490","84.14M","-0.28%"
"08/16/2021","456,749","456,749","456,749","456,749","32.95M","0.05%"
"08/13/2021","456,518","456,518","456,518","456,518","17.45M","-0.11%"
"08/12/2021","457,037","457,037","457,037","457,037","9.34M","0.25%"
"08/11/2021","455,895","455,895","455,895","455,895","12.69M","-0.33%"
"08/10/2021","457,386","457,386","457,386","457,386","5.40M","0.04%"
"08/09/2021","457,186","457,186","457,186","457,186","10.01M","-0.86%"
"08/05/2021","461,133","461,133","461,133","461,133","6.48M","-0.10%"
"08/04/2021","461,596","461,596","461,596","461,596","6.31M","0.04%"
"08/03/2021","461,426","461,426","461,426","461,426","7.49M","-0.44%"
"07/30/2021","463,484","463,484","463,484","463,484","16.88M","0.74%"
"07/29/2021","460,077","460,077","460,077","460,077","11.83M","0.01%"
"07/28/2021","460,028","460,028","460,028","460,028","14.43M","0.96%"
"07/27/2021","455,660","455,660","455,660","455,660","13.70M","-0.24%"
"07/26/2021","456,759","456,759","456,759","456,759","7.71M","-0.24%"
"07/23/2021","457,850","457,850","457,850","457,850","15.68M","0.19%"
"07/22/2021","456,996","456,996","456,996","456,996","12.50M","0.31%"
"07/21/2021","455,561","455,561","455,561","455,561","7.53M","0.37%"
"07/20/2021","453,898","453,898","453,898","453,898","45.47M","-0.13%"
"07/19/2021","454,485","454,485","454,485","454,485","14.26M","-0.79%"
"07/16/2021","458,112","458,112","458,112","458,112","15.82M","-0.22%"
"07/15/2021","459,102","459,102","459,102","459,102","6.42M","-0.29%"
"07/14/2021","460,450","460,450","460,450","460,450","7.52M","0.26%"
"07/13/2021","459,268","459,268","459,268","459,268","5.29M","-1.80%"
"07/12/2021","467,701","467,701","467,701","467,701","102.64M","0.70%"
"07/09/2021","464,466","464,466","464,466","464,466","9.32M","-0.05%"
"07/08/2021","464,689","464,689","464,689","464,689","8.89M","0.87%"
"07/07/2021","460,664","460,664","460,664","460,664","6.33M","-0.53%"
"07/06/2021","463,119","463,119","463,119","463,119","6.64M","-0.29%"
"07/05/2021","464,446","464,446","464,446","464,446","7.76M","0.11%"
"07/02/2021","463,917","463,917","463,917","463,917","5.64M","0.16%"
"07/01/2021","463,173","463,173","463,173","463,173","4.80M","0.14%"
"06/30/2021","462,541","462,541","462,541","462,541","11.82M","1.24%"
"06/29/2021","456,886","456,886","456,886","456,886","9.46M","-1.62%"
"06/28/2021","464,386","464,386","464,386","464,386","18.83M","-1.52%"
"06/25/2021","471,552","471,552","471,552","471,552","18.93M","0.45%"
"06/24/2021","469,443","469,443","469,443","469,443","7.90M","-0.72%"
"06/23/2021","472,868","472,868","472,868","472,868","10.41M","-0.08%"
"06/22/2021","473,229","473,229","473,229","473,229","9.12M","-0.50%"
"06/21/2021","475,610","475,610","475,610","475,610","6.56M","0.47%"
"06/18/2021","473,388","473,388","473,388","473,388","9.58M","0.90%"
"06/17/2021","469,172","469,172","469,172","469,172","22.91M","1.70%"
"06/16/2021","461,341","461,341","461,341","461,341","8.87M","0.48%"
"06/15/2021","459,123","459,123","459,123","459,123","22.23M","-0.65%"
"06/14/2021","462,145","462,145","462,145","462,145","13.77M","0.63%"
"06/11/2021","459,273","459,273","459,273","459,273","11.67M","-0.54%"
"06/10/2021","461,773","461,773","461,773","461,773","10.22M","1.21%"
"06/09/2021","456,233","456,233","456,233","456,233","11.23M","-0.32%"
"06/08/2021","457,678","457,678","457,678","457,678","12.50M","0.15%"
"06/07/2021","457,000","457,000","457,000","457,000","7.14M","0.13%"
"06/04/2021","456,396","456,396","456,396","456,396","21.18M","-0.36%"
"06/03/2021","458,032","458,032","458,032","458,032","8.34M","1.41%"
"06/02/2021","451,671","451,671","451,671","451,671","11.97M","-0.22%"
"06/01/2021","452,666","452,666","452,666","452,666","7.17M","-0.21%"
"05/31/2021","453,616","453,616","453,616","453,616","23.12M","-0.17%"
"05/28/2021","454,376","454,376","454,376","454,376","119.56M","0.40%"
"05/27/2021","452,558","452,558","452,558","452,558","12.30M","0.02%"
"05/26/2021","452,448","452,448","452,448","452,448","26.47M","-0.23%"
"05/25/2021","453,472","453,472","453,472","453,472","12.54M","-0.22%"
"05/21/2021","454,479","454,479","454,479","454,479","13.52M","-0.04%"
"05/20/2021","454,682","454,682","454,682","454,682","26.24M","0.06%"
"05/18/2021","454,399","454,399","454,399","454,399","11.77M","-0.08%"
"05/17/2021","454,770","454,770","454,770","454,770","17.16M","0.68%"
"05/14/2021","451,714","451,714","451,714","451,714","31.70M","0.02%"
"05/13/2021","451,626","451,626","451,626","451,626","14.52M","0.25%"
"05/12/2021","450,515","450,515","450,515","450,515","12.29M","0.17%"
"05/11/2021","449,735","449,735","449,735","449,735","5.62M","0.45%"
"05/10/2021","447,721","447,721","447,721","447,721","10.08M","-0.30%"
"05/07/2021","449,056","449,056","449,056","449,056","9.05M","0.38%"
"05/06/2021","447,339","447,339","447,339","447,339","14.00M","0.32%"
"05/05/2021","445,922","445,922","445,922","445,922","14.40M","0.22%"
"05/04/2021","444,937","444,937","444,937","444,937","13.24M","2.11%"
"05/03/2021","435,756","435,756","435,756","435,756","37.97M","-2.76%"
"04/30/2021","448,121","448,121","448,121","448,121","16.97M","0.34%"
"04/29/2021","446,597","446,597","446,597","446,597","9.32M","0.50%"
"04/28/2021","444,369","444,369","444,369","444,369","12.98M","0.21%"
"04/27/2021","443,431","443,431","443,431","443,431","10.46M","0.06%"
"04/26/2021","443,164","443,164","443,164","443,164","7.98M","0.20%"
"04/23/2021","442,291","442,291","442,291","442,291","14.18M","0.06%"
"04/22/2021","442,013","442,013","442,013","442,013","7.89M","0.04%"
"04/21/2021","441,826","441,826","441,826","441,826","7.82M","0.74%"
"04/20/2021","438,601","438,601","438,601","438,601","17.59M","0.38%"
"04/19/2021","436,948","436,948","436,948","436,948","7.54M","0.08%"
"04/16/2021","436,596","436,596","436,596","436,596","15.47M","0.19%"
"04/15/2021","435,762","435,762","435,762","435,762","13.52M","0.09%"
"04/14/2021","435,387","435,387","435,387","435,387","9.91M","0.84%"
"04/13/2021","431,749","431,749","431,749","431,749","9.82M","0.23%"
"04/12/2021","430,747","430,747","430,747","430,747","20.11M","-0.46%"
"04/09/2021","432,720","432,720","432,720","432,720","3.76M","-0.06%"
"04/08/2021","433,001","433,001","433,001","433,001","8.39M","0.05%"
"04/07/2021","432,767","432,767","432,767","432,767","12.05M","-0.17%"
"04/06/2021","433,517","433,517","433,517","433,517","11.51M","-0.59%"
"04/01/2021","436,074","436,074","436,074","436,074","9.15M","0.74%"
"03/31/2021","432,859","432,859","432,859","432,859","16.81M","0.54%"
"03/30/2021","430,534","430,534","430,534","430,534","29.56M","-0.25%"
"03/29/2021","431,622","431,622","431,622","431,622","13.71M","-0.42%"
"03/26/2021","433,427","433,427","433,427","433,427","7.73M","0.63%"
"03/25/2021","430,694","430,694","430,694","430,694","108.50M","-0.01%"
"03/24/2021","430,742","430,742","430,742","430,742","11.14M","0.23%"
"03/23/2021","429,733","429,733","429,733","429,733","10.34M","-0.70%"
"03/19/2021","432,777","432,777","432,777","432,777","8.08M","0.10%"
"03/18/2021","432,348","432,348","432,348","432,348","10.77M","-0.34%"
"03/17/2021","433,804","433,804","433,804","433,804","7.80M","-0.64%"
"03/16/2021","436,584","436,584","436,584","436,584","7.89M","0.53%"
"03/15/2021","434,283","434,283","434,283","434,283","10.15M","-0.27%"
"03/12/2021","435,479","435,479","435,479","435,479","10.95M","-0.17%"
"03/11/2021","436,238","436,238","436,238","436,238","13.43M","0.99%"
"03/10/2021","431,951","431,951","431,951","431,951","9.89M","-0.15%"
"03/09/2021","432,606","432,606","432,606","432,606","8.35M","-0.34%"
"03/08/2021","434,067","434,067","434,067","434,067","14.49M","0.03%"
"03/05/2021","433,955","433,955","433,955","433,955","9.09M","-0.28%"
"03/04/2021","435,166","435,166","435,166","435,166","11.39M","0.40%"
"03/03/2021","433,411","433,411","433,411","433,411","16.45M","-0.51%"
"03/02/2021","435,612","435,612","435,612","435,612","14.26M","-0.31%"
"03/01/2021","436,955","436,955","436,955","436,955","18.06M","1.00%"
"02/26/2021","432,650","432,650","432,650","432,650","35.67M","0.56%"
"02/25/2021","430,241","430,241","430,241","430,241","15.92M","0.00%"
"02/24/2021","430,237","430,237","430,237","430,237","29.44M","0.04%"
"02/23/2021","430,063","430,063","430,063","430,063","20.25M","-0.12%"
"02/22/2021","430,576","430,576","430,576","430,576","16.44M","0.38%"
"02/19/2021","428,964","428,964","428,964","428,964","11.27M","-0.22%"
"02/18/2021","429,894","429,894","429,894","429,894","11.78M","0.12%"
"02/16/2021","429,364","429,364","429,364","429,364","9.84M","-0.16%"
"02/15/2021","430,051","430,051","430,051","430,051","21.10M","0.48%"
"02/12/2021","428,014","428,014","428,014","428,014","14.35M","1.12%"
"02/11/2021","423,265","423,265","423,265","423,265","14.74M","-0.58%"
"02/10/2021","425,755","425,755","425,755","425,755","43.74M","0.76%"
"02/09/2021","422,533","422,533","422,533","422,533","16.70M","-1.43%"
"02/08/2021","428,644","428,644","428,644","428,644","14.87M","0.09%"
"02/05/2021","428,244","428,244","428,244","428,244","8.95M","0.29%"
"02/04/2021","427,014","427,014","427,014","427,014","12.42M","0.34%"
"02/03/2021","425,569","425,569","425,569","425,569","9.83M","-0.46%"
"02/02/2021","427,549","427,549","427,549","427,549","19.93M","1.00%"
"02/01/2021","423,300","423,300","423,300","423,300","38.52M","-0.46%"
"01/29/2021","425,255","425,255","425,255","425,255","11.98M","0.67%"
"01/28/2021","422,427","422,427","422,427","422,427","9.37M","0.72%"
"01/27/2021","419,397","419,397","419,397","419,397","5.95M","0.00%"
"01/26/2021","419,405","419,405","419,405","419,405","11.58M","0.19%"
"01/25/2021","418,612","418,612","418,612","418,612","32.80M","-1.03%"
"01/22/2021","422,982","422,982","422,982","422,982","11.20M","0.27%"
"01/21/2021","421,858","421,858","421,858","421,858","25.72M","-0.41%"
"01/20/2021","423,586","423,586","423,586","423,586","10.35M","-0.28%"
"01/19/2021","424,763","424,763","424,763","424,763","5.60M","-0.83%"
"01/18/2021","428,311","428,311","428,311","428,311","5.91M","0.33%"
"01/15/2021","426,922","426,922","426,922","426,922","6.64M","0.21%"
"01/14/2021","426,012","426,012","426,012","426,012","12.95M","-0.01%"
"01/13/2021","426,068","426,068","426,068","426,068","15.18M","-0.40%"
"01/12/2021","427,800","427,800","427,800","427,800","14.42M","-0.80%"
"01/11/2021","431,249","431,249","431,249","431,249","21.54M","-0.18%"
"01/08/2021","432,048","432,048","432,048","432,048","8.36M","-0.18%"
